Id,Type,Name,Mean,StdDev,CR.,Races,Last,Bike,Series,Venue
83,Rider,Kohki Takahashi,20.45775173206469,4.162693334509577,7.969671728535957,2,2010-10-02,RBB [2010],Moto2,
84,Bike,RBB [2010],20.45775173206469,4.162693334509577,7.969671728535957,2,2010-10-02,,Moto2,
85,Rider,Xavi Forés,27.618693668559708,1.3719648367761463,23.50279915823127,20,2011-06-24,Suter [2011],Moto2,
86,Rider,Mohamad Zamri Baba,23.884326720152497,2.742154359575499,15.657863641426001,4,2011-10-22,Moriwaki [2011],Moto2,
87,Rider,Wayne Maxwell,23.64965448590726,3.556828643344722,12.979168555873095,2,2010-10-16,Moriwaki [2010],Moto2,
88,Rider,Alex Cudlin,20.39306618841971,2.7692022877617504,12.085459325134458,4,2011-05-14,Moriwaki [2011],Moto2,
89,Rider,Kenan Sofuoglu,33.11249341686089,1.1232925525263322,29.742615759281897,31,2011-11-05,Suter [2011],Moto2,
90,Bike,Kalex [2011],29.918167644303768,1.1084505936633635,26.592815863313678,34,2011-11-05,,Moto2,
91,Rider,Marc Márquez,44.968252105994324,0.9468088879837872,42.12782544204296,64,2012-11-10,Suter [2012],Moto2,
92,Bike,Suter [2011],24.213286346763734,1.0885027051818028,20.947778231218326,34,2011-11-05,,Moto2,
93,Bike,Moriwaki [2011],26.596323231122643,1.0972749284933325,23.304498445642643,34,2011-11-05,,Moto2,
94,Rider,Bradley Smith,35.143480606426884,0.8418757560145339,32.617853338383284,68,2019-08-24,Kalex [2019],Moto2,
95,Bike,Tech 3 [2011],25.503914029920008,1.0724066879591585,22.28669396604253,34,2011-11-05,,Moto2,
96,Bike,Motobi [2011],30.609462142061055,1.0881592126884572,27.344984503995683,34,2011-11-05,,Moto2,
97,Bike,FTR [2011],23.3624301199512,1.0833766395629878,20.112300201262236,34,2011-11-05,,Moto2,
98,Rider,Max Neukirchner,27.679976803809453,0.9223136508400368,24.913035851289344,51,2012-08-18,Kalex [2012],Moto2,
99,Bike,MZ [2011],26.544360269102512,1.073641627028245,23.323435388017778,34,2011-11-05,,Moto2,
100,Rider,Aleix Espargaró,34.31751763518989,1.08382083123777,31.06605514147658,34,2011-11-05,Pons Kalex [2011],Moto2,
101,Bike,Pons Kalex [2011],25.059570245252306,1.0804769328549548,21.818139446687443,34,2011-11-05,,Moto2,
102,Rider,Tito Rabat,40.557598932877205,0.7533879532919654,38.29743507300131,165,2015-11-07,Kalex [2015],Moto2,
103,Rider,Pol Espargaró,40.43537137712631,0.7976926555627295,38.04229341043812,102,2013-11-09,Kalex [2013],Moto2,
104,Rider,Mika Kallio,34.16787087180697,0.7280174035649797,31.98381866111203,171,2015-11-07,Speed Up [2015],Moto2,
105,Rider,Randy Krummenacher,28.07929199782138,0.7254641252668598,25.9028996220208,154,2015-11-07,Kalex [2015],Moto2,
106,Rider,Nasser Al Malki,16.86925515066958,2.2497245890012016,10.120081383665976,8,2012-04-07,Moriwaki [2012],Moto2,
107,Rider,Steven Odendaal,22.824120848384656,0.7598736753009838,20.544499822481704,109,2019-08-24,NTS [2019],Moto2,
108,Rider,Lukasz Wargala,15.974267753193184,3.813950768533105,4.532415447593868,2,2011-04-02,Moriwaki [2011],Moto2,
109,Rider,Michael van der Mark,24.918003946945962,3.9946215601482367,12.934139266501251,2,2011-06-24,Ten Kate [2011],Moto2,
110,Bike,Ten Kate [2011],24.91800394694595,3.9946215601482367,12.93413926650124,2,2011-06-24,,Moto2,
111,Rider,Tommaso Lorenzetti,21.80969124062122,2.402026394439469,14.603612057302813,6,2011-08-13,FTR [2011],Moto2,
112,Rider,Mattia Tarozzi,24.27682028704359,3.5153312336487073,13.73082658609747,2,2011-07-02,Suter [2011],Moto2,
113,Rider,Martín Cardenas,25.013237293652058,3.525362884263659,14.43714864086108,2,2011-08-27,FTR [2011],Moto2,
114,Rider,Jake Gagne,22.350829474481838,2.785837480247098,13.993317033740544,4,2011-09-03,FTR [2011],Moto2,
115,Rider,JD Beach,23.18491450507392,3.5512750940049416,12.531089223059094,2,2011-08-27,FTR [2011],Moto2,
116,Rider,Tomoyoshi Koyama,25.175062395761053,1.262967283925609,21.386160543984225,26,2015-10-10,NTS [2015],Moto2,
117,Rider,Alessandro Andreozzi,21.02024885296529,1.280714236056197,17.1781061447967,24,2012-11-10,Speed Up [2012],Moto2,
118,Rider,Elena Rosell,18.45399154401392,1.1204250819066348,15.092716298294016,38,2012-11-10,Speed Up [2012],Moto2,
119,Bike,TSR [2011],22.371422009195385,3.5603380884862768,11.690407743736554,2,2011-10-01,,Moto2,
120,Rider,Kris McLaren,23.816833228842018,3.515136389635362,13.271424059935933,2,2011-10-15,Suter [2011],Moto2,
121,Rider,Blake Leigh-Smith,24.18750160550966,3.524827450924321,13.613019252736695,2,2011-10-15,FTR [2011],Moto2,
122,Rider,Hafizh Syahrin,29.09878168596099,0.7226263760476189,26.930902557818133,214,2021-11-13,NTS [2021],Moto2,
123,Rider,Apiwat Wongthananon,20.98461838100937,3.7182254812350455,9.829941937304232,2,2011-10-22,FTR [2011],Moto2,
124,Rider,Oscar Climent,23.644329179350656,4.007713699613637,11.621188080509745,2,2011-11-05,Mir [2011],Moto2,
125,Bike,Mir [2011],23.644329179350656,4.007713699613637,11.621188080509745,2,2011-11-05,,Moto2,
126,Bike,Suter [2012],26.041161583121973,1.0937316684463827,22.759966577782826,34,2012-11-10,,Moto2,
127,Bike,Speed Up [2012],26.443689194222475,1.1004545028771466,23.142325685591036,34,2012-11-10,,Moto2,
128,Bike,Kalex [2012],26.539229502170723,1.0897923337413191,23.269852500946765,34,2012-11-10,,Moto2,
129,Rider,Takaaki Nakagami,33.99901733798837,0.7235391943026169,31.828399755080518,202,2017-11-11,Kalex [2017],Moto2,
130,Bike,FTR [2012],24.926311812330805,1.0971415877702209,21.634887049020143,34,2012-11-10,,Moto2,
131,Bike,Tech 3 [2012],24.81083961500245,1.0779891211186894,21.576872251646382,34,2012-11-10,,Moto2,
132,Rider,Johann Zarco,40.54651764751447,0.7535263784208868,38.28593851225181,175,2016-11-12,Kalex [2016],Moto2,
133,Bike,Motobi [2012],21.393266591440074,1.0961236426832783,18.104895663390238,34,2012-11-10,,Moto2,
134,Rider,Angel Rodriguez,27.222718059681764,1.7453454075249275,21.986681837106982,12,2012-06-16,Bimota [2012],Moto2,
135,Bike,AJR [2012],27.335337914512255,1.10158422210025,24.030585248211505,32,2012-11-10,,Moto2,
136,Rider,Nicolas Terol,30.08675139227504,0.766200568376567,27.78814968714534,100,2014-11-08,Suter [2014],Moto2,
137,Rider,Gino Rea,25.855459369373083,0.7853935479964864,23.499278725383625,90,2014-11-08,Suter [2014],Moto2,
138,Bike,Moriwaki [2012],22.753923546159342,1.4569489005308918,18.383076844566666,20,2012-08-18,,Moto2,
139,Rider,Alexander Lundh,22.647367261573347,1.6415537120719645,17.722706125357455,14,2012-06-29,MZ FTR [2012],Moto2,
140,Bike,MZ FTR [2012],25.283884491558585,1.3510825457427533,21.230636854330324,22,2012-08-25,,Moto2,
141,Rider,Marco Colandrea,20.045793315741975,1.199429513324885,16.44750477576732,30,2012-10-27,FTR [2012],Moto2,
142,Bike,Bimota [2012],20.799936033828526,1.2070680068101312,17.178732013398132,28,2012-11-10,,Moto2,
143,Rider,Eric Granado,24.330376625659028,1.003110856765326,21.32104405536305,44,2018-08-04,Suter [2018],Moto2,
144,Rider,Kevin Wahr,24.79936454926419,4.0077488752451496,12.77611792352874,2,2012-07-07,IAMT [2012],Moto2,
145,Bike,IAMT [2012],24.79936454926419,4.0077488752451496,12.77611792352874,2,2012-07-07,,Moto2,
146,Rider,Markus Reiterberger,23.598067680646277,3.561466766877387,12.913667380014116,2,2012-07-07,MZ FTR [2012],Moto2,
147,Rider,Massimo Roccoli,24.547233182232596,3.598107795276725,13.75290979640242,2,2012-07-14,Bimota [2012],Moto2,
148,Rider,Marcel Schrötter,29.04902351017401,0.7187303142584245,26.892832567398735,373,2024-08-03,Kalex [2024],Moto2,
149,Rider,Alex Mariñelarena,21.779325816804523,1.63995059108658,16.859474043544783,14,2013-10-19,Kalex [2013],Moto2,
150,Rider,Jesko Raffin,24.2988362745815,0.7380902978357525,22.084565381074242,140,2020-09-12,NTS [2020],Moto2,
151,Rider,Kohta Nozane,17.881689575209332,1.1333492123289528,14.481641938222474,34,2023-11-25,Kalex [2023],Moto2,
152,Rider,Rafid Topan Sucipto,18.23246041324721,1.101026488375362,14.929380948121125,38,2018-11-03,Suter [2018],Moto2,
153,Bike,Kalex [2013],26.42419077943654,1.1000712603999907,23.123976998236568,34,2013-11-09,,Moto2,
154,Bike,Suter [2013],25.979252443666205,1.0897925544600247,22.709874780286132,34,2013-11-09,,Moto2,
